Matricula,CPF,Nome,Nota,Idade,Curso,Cidade
A0003587,300.880.225-79,João Padilha,50.31,18,Biologia,São Paulo
A0003588,194.716.800-26,Clara Azevedo,31.84,19,Arquitetura,Brasília
A0003589,468.763.053-76,Diego Ramos,41.33,27,Arquitetura,Belo Horizonte
A0003590,266.731.671-14,Stephanie Barbosa,82.92,28,Direito,Salvador
A0003591,543.906.176-21,Eduarda Pinheiro,53.21,22,Engenharia,Porto Alegre
A0003592,646.454.619-82,Pedro Reis,60.66,26,Medicina,Curitiba
A0003593,936.660.769-12,Marcela Andrade,29.75,19,Administração,Belo Horizonte
A0003594,269.629.596-48,Gustavo Carneiro,6.04,29,Administração,Brasília
A0003595,253.608.101-06,Juliana Jesus,7.95,30,Biologia,Porto Alegre
A0003596,949.276.891-74,Simone Silva,4.45,26,Arquitetura,Porto Alegre
A0003597,438.589.326-80,Ricardo Batista,12.77,26,Computação,Brasília
A0003598,676.158.260-12,Levi Vasconcelos,71.02,25,Biologia,Salvador
A0003599,067.235.023-88,Roberto Bastos,34.59,20,Psicologia,São Paulo
A0003600,828.730.277-38,Vera Rodrigues,93.21,25,Biologia,Curitiba
A0003601,348.364.393-10,Amanda Ferraz,28.21,26,Biologia,Porto Alegre
A0003602,291.470.289-20,Rafael Borges,79.88,17,Engenharia,Manaus
A0003603,293.804.152-73,Stephanie Nascimento,10.35,21,Medicina,São Paulo
A0003604,824.656.243-69,Francisco Queiroz,43.97,25,Engenharia,Belo Horizonte
A0003605,363.071.388-23,Ana Albuquerque,77.54,29,Medicina,Salvador
A0003606,796.202.723-15,Bruno Figueira,35.88,19,Arquitetura,Belo Horizonte
A0003607,511.564.797-46,Marcos Henriques,74.25,18,Psicologia,Rio de Janeiro
A0003608,492.763.261-03,Amanda Valente,67.27,19,Administração,Belo Horizonte
A0003609,918.594.205-75,Michele Fonseca,79.7,28,Computação,Rio de Janeiro
A0003610,495.935.509-33,Hélio Azevedo,81.38,28,Engenharia,Porto Alegre
A0003611,835.113.961-07,Sérgio Moura,47.79,20,Biologia,São Paulo
A0003612,740.663.028-07,Diego Padilha,55.65,20,Administração,Salvador
A0003613,999.517.223-26,Roberto Torres,96.83,25,Psicologia,Porto Alegre
A0003614,454.928.255-00,Eliane Torres,5.98,24,Biologia,Manaus
A0003615,187.703.646-30,Diego Peixoto,81.39,24,Administração,Manaus
A0003616,240.630.742-50,Letícia Melo,35.29,20,Engenharia,Salvador
A0003617,801.588.361-03,Marcelo Antunes,48.22,23,Psicologia,Curitiba
A0003618,124.817.591-33,Igor Ferreira,22.68,29,Medicina,São Paulo
A0003619,743.570.905-04,Carla Mendes,10.03,27,Engenharia,Brasília
A0003620,530.545.996-63,Daniela Cunha,85.48,27,Direito,Recife
A0003621,483.342.323-57,Letícia Nascimento,23.54,17,Medicina,Manaus
A0003622,024.478.162-19,Guilherme Morais,58.9,18,Arquitetura,Rio de Janeiro
A0003623,656.109.303-83,Wagner Correia,83.93,28,Psicologia,Brasília
A0003624,820.181.661-74,Eduarda Assis,8.73,30,Direito,Salvador
A0003625,575.489.184-96,Elaine Alves,56.31,27,Administração,Porto Alegre
A0003626,963.850.677-69,Samuel Lima,46.98,26,Direito,Porto Alegre
A0003627,228.139.344-53,Patrícia Morais,39.26,29,Arquitetura,São Paulo
A0003628,075.838.429-72,Henrique Pinheiro,59.64,20,Biologia,Belo Horizonte
A0003629,545.851.073-98,Juliana Monteiro,99.48,19,Administração,Curitiba
A0003630,461.901.253-01,Daniel Nogueira,41.97,28,Psicologia,Recife
A0003631,635.972.381-65,Gabriela Ribeiro,71.54,23,Biologia,Brasília
A0003632,060.147.156-30,Vitória Medeiros,91.69,22,Direito,Porto Alegre
A0003633,775.954.260-73,Evandro Pinheiro,94.13,23,Engenharia,Brasília
A0003634,453.779.957-91,Bruna Brandão,40.25,18,Computação,Manaus
A0003635,779.753.488-80,Diego Henriques,8.78,25,Engenharia,Belo Horizonte
A0003636,752.567.255-56,Eduardo Batista,14.36,17,Engenharia,Manaus
A0003637,257.341.238-54,Wallace Medeiros,38.3,29,Computação,Manaus
A0003638,423.071.733-40,Frederico Aguiar,6.51,23,Medicina,São Paulo
A0003639,521.874.928-18,Raquel Padilha,23.88,25,Computação,Salvador
A0003640,349.138.154-15,Maria Souza,76.5,30,Engenharia,Manaus
A0003641,347.819.758-95,Maurício Ribeiro,32.63,17,Administração,Curitiba
A0003642,360.991.986-87,Lúcia Teixeira,11.67,21,Biologia,São Paulo
A0003643,585.302.020-07,Débora Henriques,49.2,26,Biologia,Salvador
A0003644,133.454.616-92,Paulo Nascimento,49.26,20,Administração,Salvador
A0003645,908.224.691-03,Alan Xavier,6.19,25,Direito,Recife
A0003646,614.375.709-76,Lúcia Cavalcante,45.56,18,Arquitetura,Manaus
A0003647,363.930.568-00,Flávia Barbosa,99.11,30,Engenharia,Salvador
A0003648,520.352.747-45,Gustavo Assis,2.99,26,Arquitetura,Curitiba
A0003649,546.755.924-90,Manuela Ferraz,29.13,25,Direito,Curitiba
A0003650,119.225.403-15,Alex Portela,12.84,18,Engenharia,Recife
A0003651,005.003.774-99,Helena Santos,91.2,20,Psicologia,Manaus
A0003652,682.972.303-50,William Miranda,90.22,19,Administração,Porto Alegre
A0003653,758.714.928-78,Jéssica Cruz,3.2,30,Psicologia,Salvador
A0003654,306.110.829-77,Camila Figueira,95.93,19,Engenharia,São Paulo
A0003655,034.198.162-19,Renata Conceição,92.85,20,Psicologia,Salvador
A0003656,162.995.199-40,Raquel Tavares,39.73,19,Psicologia,Manaus
A0003657,060.034.265-43,Ingrid Ferraz,30.31,25,Computação,Recife
A0003658,516.315.080-40,Ricardo Valente,56.17,25,Medicina,Manaus
A0003659,521.904.020-00,Simone Novaes,73.36,25,Computação,Curitiba
A0003660,170.732.311-90,Talita Figueiredo,62.23,24,Engenharia,Manaus
A0003661,590.424.684-67,Isabela Garcia,3.24,22,Psicologia,São Paulo
A0003662,215.866.211-57,Estevão Azevedo,22.06,19,Psicologia,Manaus
A0003663,161.581.833-26,Rafael Guimarães,61.07,26,Biologia,Rio de Janeiro
A0003664,880.559.321-40,Cássio Novaes,29.8,26,Biologia,Recife
A0003665,534.076.937-29,Davi Carvalho,32.87,22,Engenharia,Porto Alegre
A0003666,915.239.467-09,Marcela Gonçalves,74.73,19,Computação,Belo Horizonte
A0003667,677.961.940-05,Clara Teixeira,9.6,25,Engenharia,Brasília
A0003668,183.726.706-50,Lúcia Torres,53.51,17,Psicologia,Rio de Janeiro
A0003669,069.004.624-30,Michael Azevedo,86.27,18,Engenharia,Curitiba
A0003670,736.186.303-52,Maurício Chagas,8.09,27,Direito,Manaus
A0003671,826.942.163-40,Gustavo Padilha,39.36,17,Computação,Recife
A0003672,362.077.382-33,Fernando Miranda,58.05,24,Medicina,São Paulo
A0003673,417.780.088-01,Daniela Pinheiro,66.05,20,Engenharia,Rio de Janeiro
A0003674,331.771.235-00,Thiago Costa,55.26,20,Biologia,Belo Horizonte
A0003675,425.237.067-17,Fernando Barros,33.53,25,Direito,Brasília
A0003676,029.680.790-77,Rodrigo Oliveira,31.74,17,Computação,Porto Alegre
A0003677,444.186.764-65,Paulo Padilha,16.69,18,Engenharia,Salvador
A0003678,419.099.291-74,Thiago Pacheco,39.05,21,Psicologia,Rio de Janeiro
A0003679,009.057.414-12,Frederico Coelho,15.17,24,Computação,Recife
A0003680,448.508.406-04,Isaque Henriques,64.21,18,Administração,Porto Alegre
A0003681,571.329.018-26,Rafael Gomes,77.07,24,Administração,Brasília
A0003682,494.040.602-40,Rodrigo Farias,75.96,18,Computação,Recife
A0003683,004.298.711-39,Vitória Neves,55.83,23,Psicologia,Recife
A0003684,591.324.772-87,Michael Medeiros,94.24,30,Engenharia,Curitiba
A0003685,290.668.518-64,Carla Tavares,14.22,24,Administração,Porto Alegre
A0003686,731.690.285-02,Diego Sampaio,27.17,24,Psicologia,Rio de Janeiro
A0003687,256.635.792-73,Eduardo Conceição,31.0,22,Direito,Brasília
A0003688,137.610.237-40,Larissa Conceição,68.98,20,Administração,Brasília
A0003689,312.338.024-61,Murilo Saraiva,57.22,29,Medicina,Rio de Janeiro
A0003690,306.134.664-38,Larissa Pereira,47.5,18,Direito,Porto Alegre
A0003691,904.984.947-48,Michael Duarte,60.27,27,Administração,Belo Horizonte
A0003692,110.059.949-51,Juliana Novaes,74.96,28,Biologia,São Paulo
A0003693,157.720.769-65,Lucas Campos,78.24,18,Direito,Manaus
A0003694,952.739.391-43,Marcos Xavier,36.47,17,Arquitetura,Rio de Janeiro
A0003695,641.508.757-66,Luiz Soares,98.36,26,Computação,Salvador
A0003696,042.221.704-29,Jéssica Pacheco,29.25,20,Biologia,Brasília
A0003697,617.599.770-04,Lúcia Barbosa,41.47,22,Biologia,Porto Alegre
A0003698,066.771.767-62,Clara Cruz,16.52,18,Direito,Curitiba
A0003699,946.211.145-65,André Viana,91.6,23,Direito,Salvador
A0003700,944.346.031-91,William Freitas,93.15,28,Administração,Brasília
A0003701,960.149.622-04,Clara Coelho,42.39,28,Administração,Rio de Janeiro
A0003702,131.357.844-44,Renata Cruz,20.02,21,Psicologia,Curitiba
A0003703,020.111.126-80,Marcos Ribeiro,34.71,21,Medicina,Salvador
A0003704,472.966.788-36,Vitor Dias,39.88,22,Arquitetura,Porto Alegre
A0003705,332.603.919-08,Sérgio Conceição,59.11,24,Arquitetura,Rio de Janeiro
A0003706,370.642.129-19,Renata Maia,45.57,24,Administração,Salvador
A0003707,459.627.273-55,Michael Jesus,25.8,20,Medicina,Recife
A0003708,286.491.692-44,Paulo Farias,9.49,29,Medicina,Rio de Janeiro
A0003709,923.315.705-90,Paula Carneiro,31.22,18,Administração,Brasília
A0003710,985.933.576-10,Talita Xavier,91.4,17,Engenharia,Rio de Janeiro
A0003711,809.807.827-24,Roberto Miranda,99.13,26,Computação,São Paulo
A0003712,702.614.944-06,Ricardo Ramos,93.38,21,Biologia,São Paulo
A0003713,967.585.851-66,William Reis,68.8,28,Computação,Belo Horizonte
A0003714,957.614.458-24,Daniela Monteiro,53.67,28,Administração,Porto Alegre
A0003715,212.485.293-08,Alan Cunha,89.29,21,Arquitetura,Curitiba
A0003716,351.771.481-06,Cássio Maia,39.24,20,Psicologia,Rio de Janeiro
A0003717,764.803.100-04,Isaque Nascimento,28.18,17,Administração,Curitiba
A0003718,539.135.072-72,Henrique Albuquerque,23.61,30,Computação,Rio de Janeiro
A0003719,602.017.187-66,Natália Dutra,98.62,25,Engenharia,Salvador
A0003720,898.095.128-05,Manuela Vieira,94.6,18,Engenharia,São Paulo
A0003721,243.865.193-86,Amanda Maciel,19.01,30,Administração,Manaus
A0003722,613.378.848-80,Jéssica Campos,7.05,23,Psicologia,Brasília
A0003723,035.857.012-30,Levi Lopes,48.37,18,Biologia,Belo Horizonte
A0003724,138.021.247-23,Davi Saraiva,88.08,27,Psicologia,Porto Alegre
A0003725,406.094.116-67,William Chagas,71.46,20,Computação,Salvador
A0003726,391.995.335-53,Henrique Silva,27.15,18,Psicologia,São Paulo
A0003727,478.407.851-74,Frederico Oliveira,23.78,24,Computação,Belo Horizonte
A0003728,598.376.969-31,Renan Assis,48.72,17,Computação,Brasília
A0003729,920.894.534-00,João Costa,41.7,27,Biologia,Salvador
A0003730,440.798.649-22,Clara Monteiro,16.39,29,Medicina,Rio de Janeiro
A0003731,698.571.922-89,Matheus Conceição,29.41,25,Computação,Porto Alegre
A0003732,567.182.828-71,Cátia Batista,92.04,17,Psicologia,São Paulo
A0003733,515.025.487-80,Cássio Branco,87.8,29,Direito,Porto Alegre
A0003734,786.078.906-03,Melissa Brandão,85.39,25,Computação,Belo Horizonte
A0003735,820.335.288-04,Hélio Pimentel,32.92,24,Engenharia,Rio de Janeiro
A0003736,717.727.348-45,Talita Brandão,72.15,23,Direito,Brasília
A0003737,202.824.489-50,Hélio Peixoto,8.6,24,Psicologia,Manaus
A0003738,096.915.759-22,Ingrid Souza,40.89,19,Biologia,São Paulo
A0003739,843.613.338-23,José Dutra,26.37,26,Biologia,Rio de Janeiro
A0003740,220.161.874-76,Melissa Garcia,38.33,25,Medicina,São Paulo
A0003741,022.728.132-24,Camila Lopes,85.7,20,Biologia,Brasília
A0003742,853.465.856-05,Maria Brandão,10.51,29,Engenharia,Belo Horizonte
A0003743,672.478.512-01,Melissa Reis,50.04,26,Medicina,Belo Horizonte
A0003744,009.222.071-19,Emerson Queiroz,54.29,27,Biologia,São Paulo
A0003745,893.995.177-80,Eliane Nascimento,17.77,17,Engenharia,Brasília
A0003746,640.715.285-24,Fernanda Dias,19.71,21,Psicologia,Porto Alegre
A0003747,864.431.389-45,Vinícius Queiroz,78.39,26,Direito,Salvador
A0003748,412.836.511-49,Gustavo Coelho,99.57,20,Psicologia,Porto Alegre
A0003749,295.387.015-69,Isabela Ferreira,77.54,21,Psicologia,Brasília
A0003750,992.820.316-40,Flávia Padilha,74.34,23,Computação,Curitiba
A0003751,759.676.406-14,Ivan Andrade,77.48,21,Biologia,Curitiba
A0003752,841.187.564-47,Leonardo Teixeira,68.04,29,Biologia,Curitiba
A0003753,306.524.284-28,Joana Peixoto,64.08,27,Engenharia,Recife
A0003754,899.884.256-43,Fernando Silva,3.75,18,Engenharia,Recife
A0003755,659.314.131-38,Abner Farias,95.01,27,Direito,Salvador
A0003756,683.074.527-67,Douglas Neves,14.09,27,Administração,São Paulo
A0003757,154.702.645-64,Camila Bastos,27.42,20,Psicologia,Porto Alegre
A0003758,382.437.961-93,Talita Medeiros,25.18,25,Direito,Curitiba
A0003759,380.635.281-07,Vera Lima,9.5,22,Medicina,Curitiba
A0003760,795.460.285-09,Nathan Correia,3.23,27,Psicologia,Recife
A0003761,129.590.223-00,Erick Pacheco,52.03,28,Arquitetura,Manaus
A0003762,205.150.936-02,Jackson Ferraz,4.39,19,Arquitetura,Recife
A0003763,262.906.458-11,Evandro Gaspar,5.47,18,Psicologia,Curitiba
A0003764,046.161.610-62,Douglas Moreira,67.73,17,Medicina,Porto Alegre
A0003765,024.720.635-04,Talita Moreira,50.4,28,Computação,Brasília
A0003766,573.820.144-28,Vera Freitas,0.71,20,Computação,Porto Alegre
A0003767,602.298.060-74,Henrique Valente,49.13,22,Computação,Belo Horizonte
A0003768,334.666.465-10,Natália Araújo,17.95,17,Administração,Salvador
A0003769,827.763.388-21,Clara Maciel,28.9,17,Biologia,Rio de Janeiro
A0003770,471.695.029-84,Otávio Fonseca,27.26,21,Administração,Rio de Janeiro
A0003771,326.661.986-26,Joana Guimarães,90.59,18,Administração,Recife
A0003772,066.934.964-07,Priscila Sampaio,61.07,20,Arquitetura,Curitiba
A0003773,330.593.631-29,Yasmin Carvalho,65.84,29,Administração,Manaus
A0003774,633.467.580-01,Daniela Padilha,28.3,19,Administração,Manaus
A0003775,759.281.662-81,Otávio Cruz,71.13,20,Computação,Salvador
A0003776,757.358.244-73,Raquel Batista,29.23,18,Psicologia,São Paulo
A0003777,291.585.514-50,Luciana Carneiro,78.35,18,Medicina,Belo Horizonte
A0003778,076.402.772-72,Daniela Antunes,13.84,21,Biologia,Rio de Janeiro
A0003779,449.405.157-88,Renan Cardoso,14.2,23,Engenharia,Manaus
A0003780,165.726.138-79,Sandra Machado,21.05,26,Arquitetura,Belo Horizonte
A0003781,807.021.241-17,Jackson Bastos,44.26,24,Psicologia,São Paulo
A0003782,232.814.259-17,Vanessa Barbosa,67.92,28,Engenharia,Porto Alegre
A0003783,485.912.295-09,Vitória Azevedo,81.48,23,Arquitetura,Salvador
A0003784,743.250.608-63,Natália Reis,64.91,20,Computação,Porto Alegre
A0003785,830.596.419-19,Priscila Medeiros,11.26,23,Psicologia,Rio de Janeiro
A0003786,982.595.230-00,Isabela Batista,87.18,24,Administração,Belo Horizonte
A0003787,148.717.946-44,Paulo Santos,9.34,19,Biologia,Rio de Janeiro
A0003788,983.752.997-07,Maria Bastos,52.41,24,Administração,Belo Horizonte
A0003789,179.154.482-77,Arthur Nogueira,96.56,25,Direito,Manaus
A0003790,422.642.741-66,Wagner Garcia,17.69,30,Administração,Rio de Janeiro
A0003791,164.197.249-10,Enzo Queiroz,46.48,20,Arquitetura,Porto Alegre
A0003792,343.593.058-69,Francisco Jesus,76.09,19,Computação,Porto Alegre
A0003793,278.702.366-59,Ingrid Batista,76.33,25,Computação,Curitiba
A0003794,630.349.586-92,Manuela Sampaio,77.13,18,Arquitetura,São Paulo
A0003795,848.595.689-31,Clara Torres,61.03,28,Administração,Belo Horizonte
A0003796,271.866.356-10,Michele Xavier,75.72,30,Psicologia,Rio de Janeiro
A0003797,569.286.572-60,Renan Ferraz,67.0,30,Medicina,Belo Horizonte
A0003798,342.270.625-94,Vera Assis,11.13,25,Medicina,Curitiba
A0003799,316.186.981-84,Carla Carneiro,74.92,24,Medicina,Porto Alegre
A0003800,101.041.731-22,Daniela Dias,90.22,18,Psicologia,Recife
A0003801,621.276.352-64,Jéssica Tavares,91.45,19,Psicologia,Salvador
A0003802,708.319.277-47,Hugo Almeida,75.32,18,Engenharia,Belo Horizonte
A0003803,543.510.665-63,Marcela Miranda,91.79,30,Medicina,São Paulo
A0003804,577.536.436-81,Adriel Borges,1.39,30,Direito,São Paulo
A0003805,918.417.755-17,Isaque Saraiva,95.24,22,Computação,Brasília
A0003806,403.358.813-27,Hélio Oliveira,32.86,24,Psicologia,Brasília
A0003807,375.381.037-16,Matheus Farias,83.72,26,Administração,Salvador
A0003808,639.510.400-41,Flávia Melo,18.6,25,Biologia,Porto Alegre
A0003809,746.123.616-44,Camila Santos,82.02,21,Direito,Rio de Janeiro
A0003810,859.065.575-04,Giselle Henriques,88.88,30,Medicina,Belo Horizonte
A0003811,924.953.707-72,André Padilha,44.66,28,Engenharia,Rio de Janeiro
A0003812,316.144.007-25,Roberto Ribeiro,48.37,17,Psicologia,Porto Alegre
A0003813,522.378.090-62,Michael Maciel,24.32,27,Engenharia,São Paulo
A0003814,020.213.633-76,Wagner Figueira,23.18,23,Computação,Recife
A0003815,246.703.115-22,Cristiane Correia,35.69,22,Medicina,Brasília
A0003816,986.011.102-23,Roberta Brandão,24.83,19,Direito,Rio de Janeiro
A0003817,259.181.942-40,Emerson Padilha,46.4,22,Psicologia,Belo Horizonte
A0003818,932.289.423-76,Carlos Tavares,51.52,30,Computação,Belo Horizonte
A0003819,617.407.835-30,Leonardo Coelho,88.72,27,Arquitetura,Rio de Janeiro
A0003820,041.780.680-91,Marcos Miranda,96.37,18,Computação,Brasília
A0003821,672.063.890-40,Jéssica Lima,73.31,29,Arquitetura,Salvador
A0003822,144.257.831-90,Ana Azevedo,78.74,26,Psicologia,Curitiba
A0003823,442.328.793-58,Luciana Campos,96.58,28,Engenharia,Salvador
A0003824,912.508.812-26,Isabela Teixeira,15.0,19,Administração,Salvador
A0003825,039.833.255-05,Manuela Vasconcelos,4.0,29,Administração,Curitiba
A0003826,341.836.458-67,José Aguiar,26.41,28,Computação,São Paulo
A0003827,305.198.348-95,Roberto Almeida,77.01,18,Direito,Belo Horizonte
A0003828,417.799.259-30,Samuel Freitas,5.1,18,Arquitetura,Brasília
A0003829,282.360.458-89,Flávia Novaes,15.46,23,Arquitetura,Salvador
A0003830,878.862.508-77,Eduardo Cardoso,99.36,25,Engenharia,Belo Horizonte
A0003831,358.877.496-36,Henrique Ramos,55.78,30,Biologia,Brasília
A0003832,153.644.849-47,Beatriz Miranda,68.62,20,Administração,Salvador
A0003833,016.729.022-31,Fernando Chagas,85.27,19,Arquitetura,Curitiba
A0003834,107.656.714-25,Marcela Moreira,22.45,18,Psicologia,Salvador
A0003835,774.406.333-34,Leonardo Aguiar,37.31,22,Engenharia,Curitiba
A0003836,992.616.133-22,Stephanie Mendes,54.95,18,Computação,Manaus
A0003837,017.349.787-08,Jackson Garcia,10.15,29,Direito,Curitiba
A0003838,383.300.906-39,Julio Moura,7.36,20,Engenharia,Rio de Janeiro
A0003839,011.680.990-64,Roberto Padilha,7.22,26,Administração,Recife
A0003840,430.530.153-90,Joana Cruz,48.34,20,Medicina,São Paulo
A0003841,509.065.679-71,Manuela Souza,74.02,30,Psicologia,Recife
A0003842,645.156.570-97,Henrique Xavier,3.79,22,Arquitetura,Manaus
A0003843,580.916.249-56,Hélio Soares,68.7,22,Direito,Recife
A0003844,733.940.018-45,Alan Saraiva,79.4,17,Administração,Porto Alegre
A0003845,665.031.519-26,Douglas Antunes,52.03,20,Administração,Porto Alegre
A0003846,246.486.560-59,Carla Reis,51.13,17,Medicina,Rio de Janeiro
A0003847,500.865.463-25,Wallace Carvalho,83.27,19,Administração,Brasília
A0003848,529.315.765-57,Marcela Morais,44.25,30,Biologia,Belo Horizonte
A0003849,345.165.022-32,Vinícius Pinheiro,7.96,30,Medicina,Salvador
A0003850,067.763.124-35,Stephanie Jesus,22.35,24,Direito,Rio de Janeiro
A0003851,019.349.125-73,Carolina Ferraz,88.45,29,Administração,Belo Horizonte
A0003852,396.613.045-99,Daniela Lima,97.58,22,Arquitetura,Manaus
A0003853,798.979.141-29,Carolina Cavalcante,17.96,18,Biologia,Curitiba
A0003854,634.938.381-82,Vitor Gomes,98.48,19,Medicina,Salvador
A0003855,790.772.219-56,Aline Xavier,42.69,26,Psicologia,Salvador
A0003856,459.226.407-04,Roberta Batista,12.45,17,Direito,Manaus
A0003857,848.653.060-13,Cristiane Monteiro,29.96,22,Psicologia,São Paulo
A0003858,086.864.162-68,Yasmin Lima,90.93,24,Administração,Belo Horizonte
A0003859,561.254.347-61,Natália Soares,21.24,17,Administração,Recife
A0003860,712.977.454-18,Rafael Pereira,39.78,23,Computação,Recife
A0003861,396.394.101-44,Matheus Azevedo,94.72,21,Medicina,Rio de Janeiro
A0003862,162.882.828-55,Alex Alves,99.34,20,Psicologia,Porto Alegre
A0003863,122.332.353-63,Igor Coelho,7.04,28,Engenharia,Porto Alegre
A0003864,634.660.815-05,Alan Lopes,65.65,17,Biologia,Rio de Janeiro
A0003865,335.614.627-07,Michele Silva,39.96,17,Engenharia,Recife
A0003866,505.474.177-13,André Azevedo,50.41,18,Engenharia,Belo Horizonte
A0003867,435.592.173-50,Clara Novaes,54.23,18,Psicologia,Manaus
A0003868,885.778.186-08,Maurício Borges,75.02,27,Biologia,Recife
A0003869,878.796.691-32,Cátia Henriques,30.44,19,Computação,Rio de Janeiro
A0003870,128.659.092-20,Bruno Antunes,57.59,27,Medicina,Curitiba
A0003871,296.606.675-07,Paulo Rodrigues,76.53,28,Administração,Brasília
A0003872,657.621.023-00,Stephanie Soares,79.66,28,Medicina,Manaus
A0003873,141.107.367-30,Talita Rodrigues,53.07,28,Engenharia,Belo Horizonte
A0003874,040.398.049-61,Abner Carneiro,32.0,27,Medicina,São Paulo
A0003875,110.850.407-80,Daniela Pimentel,34.23,23,Administração,Porto Alegre
A0003876,477.400.829-02,Roberto Machado,73.18,23,Administração,Salvador
A0003877,758.040.415-09,Julio Reis,20.46,29,Biologia,Belo Horizonte
A0003878,353.131.920-51,Sandra Correia,96.68,21,Direito,Salvador
A0003879,974.434.491-19,Renata Monteiro,38.2,18,Biologia,Belo Horizonte
A0003880,838.342.796-41,Wagner Fonseca,35.86,22,Engenharia,Curitiba
A0003881,568.909.498-62,Ivan Gonçalves,14.16,19,Administração,São Paulo
A0003882,879.075.660-61,Tatiane Tavares,96.91,24,Administração,São Paulo
A0003883,407.085.652-80,Alan Costa,40.29,20,Psicologia,Belo Horizonte
A0003884,641.316.282-10,Sandra Cruz,12.13,27,Biologia,Belo Horizonte
A0003885,636.853.399-40,Renan Xavier,78.51,25,Computação,Manaus
A0003886,769.009.901-77,Flávia Maciel,49.55,27,Arquitetura,Brasília
A0003887,773.587.700-56,Ricardo Portela,36.26,20,Direito,Belo Horizonte
A0003888,379.935.164-71,Tatiane Morais,26.3,20,Medicina,Salvador
A0003889,727.310.188-52,Patrícia Padilha,52.47,29,Engenharia,Manaus
A0003890,037.251.092-22,Sandra Maia,15.14,27,Psicologia,Salvador
A0003891,528.004.388-51,Francisco Figueiredo,71.49,20,Arquitetura,Curitiba
A0003892,887.312.723-12,Talita Pereira,91.67,24,Administração,Brasília
A0003893,370.671.761-15,Pedro Lopes,44.49,26,Engenharia,Curitiba
A0003894,514.063.851-74,Alexandre Maciel,3.57,28,Medicina,Recife
A0003895,465.992.799-70,Fernando Moreira,43.75,22,Biologia,Salvador
A0003896,373.750.230-77,Frederico Assis,96.41,26,Psicologia,Rio de Janeiro
A0003897,406.699.821-64,Sofia Moura,4.3,20,Biologia,Belo Horizonte
A0003898,443.872.847-90,Joana Azevedo,78.51,22,Administração,Brasília
A0003899,478.474.769-91,Jorge Barbosa,47.64,30,Direito,Porto Alegre
A0003900,458.400.843-44,Lucas Pacheco,49.03,25,Medicina,Belo Horizonte
A0003901,530.823.521-03,Jackson Ferreira,60.07,21,Engenharia,Brasília
A0003902,985.747.019-04,Rodrigo Viana,71.64,17,Psicologia,Manaus
A0003903,950.798.782-74,Adriel Pimentel,67.71,20,Direito,Salvador
A0003904,171.577.280-60,Alan Vasconcelos,13.77,19,Engenharia,São Paulo
A0003905,519.381.390-97,Fernanda Ribeiro,90.01,18,Direito,Belo Horizonte
A0003906,111.364.637-39,Murilo Cunha,11.84,26,Computação,Curitiba
A0003907,680.120.934-56,Rodrigo Valente,22.79,18,Psicologia,Manaus
A0003908,612.071.656-46,Eliane Portela,9.44,23,Psicologia,Manaus
A0003909,713.053.651-94,Henrique Jesus,1.81,24,Psicologia,São Paulo
A0003910,765.595.256-60,Lucas Maia,6.9,21,Computação,Brasília
A0003911,425.645.748-82,Jéssica Xavier,57.62,23,Biologia,Belo Horizonte
A0003912,334.464.974-47,Luiz Lopes,68.52,18,Direito,Manaus
A0003913,081.764.840-24,Diego Lopes,71.21,22,Computação,Curitiba
A0003914,492.343.691-30,Elaine Viana,39.38,20,Direito,Rio de Janeiro
A0003915,828.128.871-09,Pedro Pimentel,93.78,26,Medicina,São Paulo
A0003916,782.403.558-11,Rafael Barros,52.71,21,Medicina,Rio de Janeiro
A0003917,136.045.399-78,Isabela Figueiredo,55.42,21,Computação,Porto Alegre
A0003918,140.462.572-02,Renata Chagas,81.43,17,Medicina,Belo Horizonte
A0003919,096.813.282-05,Alan Silva,45.47,22,Biologia,Brasília
A0003920,948.701.000-96,Clara Dias,49.69,22,Engenharia,Rio de Janeiro
A0003921,004.075.966-07,Beatriz Azevedo,32.99,20,Computação,Porto Alegre
A0003922,839.445.532-84,Michele Alves,18.07,29,Computação,Belo Horizonte
A0003923,030.076.077-95,Carolina Novaes,82.13,29,Biologia,Porto Alegre
A0003924,831.868.869-45,Amanda Santos,83.6,22,Engenharia,Brasília
A0003925,458.505.960-11,Gustavo Batista,39.49,18,Engenharia,São Paulo
A0003926,146.429.190-07,Juliana Monteiro,33.67,22,Biologia,Recife
A0003927,132.394.035-95,William Aguiar,18.85,23,Direito,Porto Alegre
A0003928,204.532.350-18,Carolina Magalhães,62.59,20,Administração,Salvador
A0003929,680.894.525-07,Helena Vasconcelos,0.64,20,Psicologia,Porto Alegre
A0003930,455.882.232-41,Patrícia Bastos,94.85,18,Direito,Rio de Janeiro
A0003931,429.381.959-23,Eliane Cardoso,5.63,21,Medicina,Rio de Janeiro
A0003932,140.303.673-05,Estevão Viana,91.69,28,Computação,Porto Alegre
A0003933,120.878.053-00,Gustavo Coelho,0.23,27,Medicina,Porto Alegre
A0003934,377.037.526-22,Sérgio Campos,72.48,20,Medicina,Salvador
A0003935,551.115.870-47,Gabriel Ribeiro,12.15,21,Computação,Belo Horizonte
A0003936,685.973.622-43,Amanda Medeiros,66.24,26,Biologia,Belo Horizonte
A0003937,486.463.152-23,Alan Silva,0.53,23,Engenharia,Rio de Janeiro
